gene_id,transcript_id,class,split,prob_pos,pred,utr3_au_content,rrach_count,rrach_per_kb,mrna_length,cds_length,utr3_length,idr_percent,rmsf_mean,rmsf_nterm50,rmsf_nterm_cterm_ratio,di_CG,di_UA,mfe_per_nt,confidence,class_label
AT2G30050,AT2G30050.1,1,train,0.84546,1,0.7076,20,14.70588,1360,906,236,3.31,1.4569,2.1462,1.03947,0.03164,0.03679,-0.28736,High (≥0.75),P-body enriched
AT2G30150,AT2G30150.2,1,train,0.86511,1,0.7356,25,14.10835,1772,1368,208,1.97,1.4765,2.9558,2.8725,0.03783,0.05138,-0.27596,High (≥0.75),P-body enriched
AT2G30390,AT2G30390.2,1,val,0.87345,1,0.6944,25,13.31203,1878,1566,180,6.7,18.9475,52.6205,1.92697,0.02078,0.06074,-0.26315,High (≥0.75),P-body enriched
AT2G30410,AT2G30410.1,1,train,0.73912,1,0.6898,13,14.49275,897,339,216,80.53,2.1187,2.1615,0.92463,0.02567,0.04464,-0.23289,Medium (0.55–0.75),P-body enriched
AT2G30620,AT2G30620.1,1,train,0.83912,1,0.6602,28,16.80672,1666,819,415,76.92,0.0,0.0,0.0,0.02342,0.06486,-0.253,High (≥0.75),P-body enriched
AT2G30695,AT2G30695.2,0,train,0.20237,0,0.6757,20,17.7305,1128,597,185,0.0,18.2917,27.6897,2.03883,0.02396,0.06655,-0.2258,Low (<0.55),Not enriched
AT2G30860,AT2G30860.1,1,train,0.89931,1,0.6537,16,12.97648,1233,645,335,0.0,1.3403,1.8922,1.5829,0.03734,0.05601,-0.27032,High (≥0.75),P-body enriched
AT2G31040,AT2G31040.1,1,train,0.89995,1,0.6404,19,11.18305,1699,1050,470,66.86,30.7604,46.3622,1.8714,0.0212,0.05771,-0.24715,High (≥0.75),P-body enriched
AT2G31380,AT2G31380.1,0,train,0.29275,0,0.6429,15,11.82965,1268,714,168,41.18,25.1783,20.7296,0.68291,0.0221,0.05446,-0.26372,Low (<0.55),Not enriched
AT2G31610,AT2G31610.1,1,train,0.86962,1,0.6837,13,10.75269,1209,750,313,2.4,8.1054,5.5209,0.29176,0.01821,0.05132,-0.27734,High (≥0.75),P-body enriched
AT2G31710,AT2G31710.1,0,train,0.17857,0,0.6254,14,17.90281,782,315,299,48.57,7.6863,6.8796,0.77846,0.01921,0.04481,-0.25153,Low (<0.55),Not enriched
AT2G31725,AT2G31725.1,1,train,0.74128,1,0.7048,13,16.75258,776,447,210,0.0,1.3806,1.8449,1.38777,0.02452,0.0529,-0.23093,Medium (0.55–0.75),P-body enriched
AT2G31730,AT2G31730.1,0,test,0.42682,0,0.6137,18,17.34104,1038,459,233,18.3,17.5439,20.2196,1.00937,0.02218,0.05689,-0.24538,Low (<0.55),Not enriched
AT2G31790,AT2G31790.1,1,train,0.86361,1,0.6751,30,18.28154,1641,1371,197,0.0,3.0562,5.1411,2.48494,0.03598,0.04573,-0.27824,High (≥0.75),P-body enriched
AT2G32060,AT2G32060.2,1,test,0.62314,1,0.6803,13,12.83317,1013,432,466,2.08,6.5494,10.3501,1.97793,0.01877,0.04743,-0.24531,Medium (0.55–0.75),P-body enriched
AT2G32200,AT2G32200.2,0,train,0.06531,0,0.7339,5,7.98722,626,327,233,43.12,11.323,10.2603,0.84521,0.04,0.0784,-0.20543,Low (<0.55),Not enriched
AT2G32240,AT2G32240.1,1,train,0.87325,1,0.6317,79,17.63393,4480,3999,315,96.77,105.1915,126.3987,1.14071,0.01942,0.0326,,High (≥0.75),P-body enriched
AT2G32460,AT2G32460.1,0,val,0.8593,1,0.6987,28,14.69816,1905,1470,312,44.29,31.4,40.4816,1.27959,0.02784,0.0541,-0.27727,High (≥0.75),Not enriched
AT2G32500,AT2G32500.1,1,val,0.74059,1,0.6135,15,13.00954,1153,663,370,0.0,7.6612,18.1802,2.39737,0.02431,0.06163,-0.24692,Medium (0.55–0.75),P-body enriched
AT2G32520,AT2G32520.2,1,train,0.90004,1,0.6461,19,12.48357,1522,951,534,0.0,16.7198,26.4428,1.58339,0.02367,0.05523,-0.27286,High (≥0.75),P-body enriched
AT2G32650,AT2G32650.2,0,train,0.20849,0,0.6579,10,12.93661,773,417,114,0.0,8.3054,12.8698,2.36538,0.02591,0.05311,-0.26287,Low (<0.55),Not enriched
AT2G32700,AT2G32700.7,1,val,0.92694,1,0.7188,38,12.66245,3001,2418,313,53.72,58.0078,87.6231,2.96105,0.02233,0.04933,,High (≥0.75),P-body enriched
AT2G32810,AT2G32810.1,1,test,0.88618,1,0.6431,55,18.07427,3043,2661,283,0.9,2.0443,9.0479,3.45221,0.02827,0.0549,,High (≥0.75),P-body enriched
AT2G32840,AT2G32840.1,0,val,0.59077,1,0.7061,15,10.79914,1389,1011,262,64.09,35.041,38.7764,1.4077,0.04179,0.05187,-0.23909,Medium (0.55–0.75),Not enriched
AT2G33120,AT2G33120.2,1,val,0.45109,0,0.6534,12,9.81997,1222,687,326,25.76,10.775,8.7847,0.63019,0.03276,0.05324,-0.24427,Low (<0.55),P-body enriched
AT2G33250,AT2G33250.1,0,train,0.20601,0,0.7123,14,13.23251,1058,897,73,53.18,30.8199,41.7384,1.18267,0.04447,0.05298,-0.2758,Low (<0.55),Not enriched
AT2G33255,AT2G33255.1,1,train,0.83579,1,0.6189,19,18.62745,1020,735,265,0.0,7.2873,11.2768,1.7265,0.02944,0.05299,-0.25157,High (≥0.75),P-body enriched
AT2G33380,AT2G33380.1,1,train,0.76311,1,0.7124,16,15.311,1045,708,153,40.25,0.9948,1.8974,2.21555,0.03544,0.06897,-0.23684,High (≥0.75),P-body enriched
AT2G33410,AT2G33410.1,1,train,0.85488,1,0.6247,17,9.06183,1876,1212,429,79.21,0.0,0.0,0.0,0.0256,0.0544,-0.30517,High (≥0.75),P-body enriched
AT2G33480,AT2G33480.1,0,train,0.13548,0,0.75,21,16.2037,1296,804,192,21.27,19.8705,19.5819,0.59048,0.02703,0.07954,-0.24475,Low (<0.55),Not enriched
AT2G33800,AT2G33800.1,1,train,0.901,1,0.6601,16,12.22307,1309,909,253,4.95,26.49,41.095,1.56909,0.02676,0.04511,-0.26891,High (≥0.75),P-body enriched
AT2G33830,AT2G33830.2,1,train,0.55601,1,0.6585,9,9.6463,933,324,284,100.0,18.5021,20.2291,1.16052,0.03755,0.08476,-0.24984,Medium (0.55–0.75),P-body enriched
AT2G34070,AT2G34070.1,1,train,0.89703,1,0.6911,23,13.12785,1752,1155,437,4.94,14.7935,29.0863,2.75752,0.03312,0.05197,-0.27837,High (≥0.75),P-body enriched
AT2G34460,AT2G34460.1,1,train,0.91019,1,0.6195,17,14.83421,1146,840,226,3.57,10.7322,23.3855,2.77823,0.02533,0.04716,-0.27365,High (≥0.75),P-body enriched
AT2G34470,AT2G34470.2,1,train,0.82844,1,0.6727,16,14.6789,1090,828,165,26.45,10.4725,20.8534,2.6942,0.03765,0.04959,-0.28881,High (≥0.75),P-body enriched
AT2G34480,AT2G34480.2,1,train,0.84316,1,0.6438,13,12.07057,1077,651,292,0.0,8.7879,13.7916,1.28164,0.02416,0.0539,-0.28477,High (≥0.75),P-body enriched
AT2G34600,AT2G34600.1,0,test,0.17241,0,0.7094,8,9.72053,823,444,234,16.22,12.8977,15.4324,1.1514,0.02798,0.05961,-0.18275,Low (<0.55),Not enriched
AT2G34620,AT2G34620.1,0,val,0.74131,1,0.6648,19,15.78073,1204,909,179,2.97,12.4448,29.9824,3.10641,0.01413,0.04073,-0.24061,Medium (0.55–0.75),Not enriched
AT2G35230,AT2G35230.1,1,test,0.78952,1,0.6736,24,11.03448,2175,1206,386,100.0,0.0,0.0,0.0,0.02116,0.06072,-0.24772,High (≥0.75),P-body enriched
AT2G35240,AT2G35240.1,1,train,0.7553,1,0.6995,17,17.01702,999,696,203,23.71,20.7319,28.2658,1.22529,0.05511,0.04108,-0.25556,High (≥0.75),P-body enriched
AT2G35290,AT2G35290.1,0,train,0.22718,0,0.6651,12,12.2449,980,363,436,0.0,6.4979,8.137,1.39869,0.03677,0.07457,-0.24541,Low (<0.55),Not enriched
AT2G35300,AT2G35300.1,0,train,0.12406,0,0.6969,6,9.46372,634,291,287,100.0,15.9286,16.6882,1.11722,0.04107,0.07899,-0.23328,Low (<0.55),Not enriched
AT2G35370,AT2G35370.1,1,train,0.71833,1,0.6895,13,13.77119,944,495,248,9.7,9.0377,12.6988,1.53171,0.00424,0.04348,-0.24608,Medium (0.55–0.75),P-body enriched
AT2G35390,AT2G35390.4,1,train,0.89356,1,0.6643,19,9.71867,1955,1056,280,5.97,8.1973,18.2327,2.74172,0.02917,0.05425,-0.27136,High (≥0.75),P-body enriched
AT2G35530,AT2G35530.1,1,train,0.92096,1,0.6284,28,14.94928,1873,1227,444,100.0,36.0142,50.7681,1.28422,0.0219,0.04915,-0.2733,High (≥0.75),P-body enriched
AT2G35605,AT2G35605.1,1,train,0.63532,1,0.6466,11,15.73677,699,327,249,0.0,8.6423,9.496,1.12601,0.03009,0.05444,-0.25422,Medium (0.55–0.75),P-body enriched
AT2G35690,AT2G35690.1,1,val,0.85782,1,0.7624,39,16.16915,2412,1992,181,0.15,2.7844,2.5678,0.4646,0.02489,0.05516,-0.28491,High (≥0.75),P-body enriched
AT2G35750,AT2G35750.1,0,test,0.0833,0,0.6267,4,7.69231,520,183,75,0.0,11.0037,9.9766,0.88994,0.02697,0.07129,-0.23077,Low (<0.55),Not enriched
AT2G35810,AT2G35810.1,1,train,0.77364,1,0.6914,8,7.85083,1019,597,256,1.01,3.4518,5.892,2.11039,0.02554,0.05599,-0.26477,High (≥0.75),P-body enriched
AT2G35820,AT2G35820.2,1,train,0.74199,1,0.7489,17,13.61089,1249,846,235,11.35,18.1389,28.2033,1.95042,0.03686,0.05769,-0.24852,Medium (0.55–0.75),P-body enriched
AT2G35859,AT2G35859.1,0,train,0.11284,0,0.6364,20,11.33787,1764,0,352,,,,,0.04765,0.04765,-0.29921,Low (<0.55),Not enriched
AT2G35860,AT2G35860.1,1,train,0.85638,1,0.7436,23,13.17297,1746,1335,312,18.88,20.4727,25.7555,0.89025,0.04642,0.05559,-0.24227,High (≥0.75),P-body enriched
AT2G35940,AT2G35940.3,1,test,0.854,1,0.7069,48,16.04278,2992,2040,406,73.53,55.9233,76.4501,0.96264,0.04079,0.05784,-0.26688,High (≥0.75),P-body enriched
AT2G36230,AT2G36230.1,1,val,0.66249,1,0.7011,13,11.32404,1148,912,184,0.0,9.8426,19.3345,2.16621,0.02703,0.04882,-0.27064,Medium (0.55–0.75),P-body enriched
AT2G36480,AT2G36480.1,1,train,0.93402,1,0.6316,44,12.89188,3413,2889,247,59.81,73.2497,112.5625,1.6338,0.02726,0.051,,High (≥0.75),P-body enriched
AT2G36870,AT2G36870.1,1,train,0.73948,1,0.7023,13,9.55882,1360,897,262,0.0,4.319,8.1389,1.78352,0.01987,0.06255,-0.26949,Medium (0.55–0.75),P-body enriched
AT2G36880,AT2G36880.1,1,train,0.89115,1,0.6523,26,14.67269,1772,1170,440,1.03,0.6249,0.5063,0.61206,0.02597,0.03783,-0.29018,High (≥0.75),P-body enriched
AT2G36885,AT2G36885.1,0,val,0.60344,1,0.7256,16,15.28176,1047,768,164,1.17,22.5756,34.9468,2.30616,0.0392,0.05067,-0.24853,Medium (0.55–0.75),Not enriched
AT2G36895,AT2G36895.3,0,train,0.35746,0,0.6958,22,13.97713,1574,777,641,8.49,20.2682,38.099,2.83986,0.02734,0.0623,-0.23977,Low (<0.55),Not enriched
AT2G37030,AT2G37030.1,0,train,0.12887,0,0.6637,7,10.26393,682,372,226,0.0,9.2633,12.3911,1.59426,0.01909,0.07783,-0.2437,Low (<0.55),Not enriched
AT2G37040,AT2G37040.1,1,train,0.88861,1,0.7362,40,13.64722,2931,2175,235,1.79,5.0598,20.0,4.75229,0.04232,0.05017,-0.26916,High (≥0.75),P-body enriched
AT2G37080,AT2G37080.2,1,test,0.86942,1,0.6648,60,20.9278,2867,1749,179,100.0,39.7333,34.1955,0.56031,0.02408,0.04257,-0.2467,High (≥0.75),P-body enriched
AT2G37130,AT2G37130.1,0,train,0.25042,0,0.6842,23,15.99444,1438,981,304,3.98,2.6074,5.3473,2.15573,0.04036,0.07168,-0.2815,Low (<0.55),Not enriched
AT2G37240,AT2G37240.1,0,val,0.7223,1,0.6753,13,10.30111,1262,744,462,0.0,15.5809,29.3758,2.57732,0.04124,0.06582,-0.26609,Medium (0.55–0.75),Not enriched
AT2G37330,AT2G37330.1,0,val,0.38475,0,0.8,14,15.625,896,819,15,1.47,1.4648,3.0872,2.71808,0.05475,0.04246,-0.29844,Low (<0.55),Not enriched
AT2G37470,AT2G37470.1,1,train,0.76622,1,0.6583,19,18.96208,1002,414,480,34.78,14.4606,20.9525,2.20092,0.04096,0.05794,-0.23842,High (≥0.75),P-body enriched
AT2G37540,AT2G37540.1,1,test,0.54049,1,0.7402,16,11.994,1334,963,127,0.93,1.0787,1.7994,2.01455,0.02176,0.05176,-0.2455,Low (<0.55),P-body enriched
AT2G37680,AT2G37680.2,1,train,0.82329,1,0.6926,17,15.99247,1063,732,257,35.25,11.5878,22.9226,2.39598,0.03296,0.06215,-0.2619,High (≥0.75),P-body enriched
AT2G37750,AT2G37750.1,0,train,0.10254,0,0.6667,10,13.83126,723,246,327,64.63,15.4872,15.2759,1.00286,0.05263,0.07479,-0.25491,Low (<0.55),Not enriched
AT2G38025,AT2G38025.1,0,train,0.27544,0,0.6726,7,6.35786,1101,702,281,3.42,10.9842,19.9947,2.22579,0.02364,0.06091,-0.26712,Low (<0.55),Not enriched
AT2G38410,AT2G38410.1,1,train,0.9246,1,0.6256,26,9.84476,2641,2013,398,67.66,63.7946,40.5806,0.41248,0.02614,0.04848,-0.28504,High (≥0.75),P-body enriched
AT2G38465,AT2G38465.1,0,train,0.0868,0,0.7596,7,12.43339,563,252,183,91.67,11.6576,10.2834,0.85264,0.02847,0.06762,-0.22948,Low (<0.55),Not enriched
AT2G38860,AT2G38860.2,1,train,0.90869,1,0.6623,22,10.34321,2127,1194,770,0.0,3.6382,3.8598,1.06088,0.0334,0.05127,-0.27856,High (≥0.75),P-body enriched
AT2G39050,AT2G39050.1,0,train,0.34012,0,0.6869,17,12.29212,1383,951,297,60.25,28.4622,40.1329,1.69368,0.04486,0.05716,-0.26659,Low (<0.55),Not enriched
AT2G39080,AT2G39080.1,1,val,0.87364,1,0.7104,22,15.87302,1386,1053,183,0.0,16.1616,36.8739,2.68705,0.02599,0.04404,-0.27915,High (≥0.75),P-body enriched
AT2G39650,AT2G39650.1,0,train,0.32939,0,0.6291,14,9.58904,1460,873,364,20.27,5.1951,14.9917,3.39909,0.03427,0.05894,-0.28151,Low (<0.55),Not enriched
AT2G39700,AT2G39700.1,1,train,0.81919,1,0.6691,20,13.33333,1500,771,414,0.0,4.745,8.0153,1.67969,0.03602,0.06004,-0.27193,High (≥0.75),P-body enriched
AT2G39940,AT2G39940.1,1,train,0.89448,1,0.6704,31,12.34076,2512,1776,355,0.0,1.4329,5.1373,2.81789,0.03465,0.05217,-0.28061,High (≥0.75),P-body enriched
AT2G40140,AT2G40140.1,1,train,0.93343,1,0.6856,30,12.18027,2463,1791,404,47.24,27.7902,26.5083,0.48986,0.0264,0.04712,-0.29476,High (≥0.75),P-body enriched
AT2G40270,AT2G40270.1,0,train,0.27763,0,0.7228,36,14.37126,2505,1467,202,27.81,22.4301,29.5631,1.81535,0.02476,0.0623,-0.22543,Low (<0.55),Not enriched
AT2G40430,AT2G40430.2,1,train,0.90453,1,0.6752,29,16.16499,1794,1347,311,56.79,31.2694,51.5041,2.41998,0.0251,0.04964,-0.24214,High (≥0.75),P-body enriched
AT2G40630,AT2G40630.3,1,test,0.8472,1,0.6196,30,11.31222,2652,1167,991,68.89,31.0864,36.6724,1.24087,0.02791,0.06413,-0.25863,High (≥0.75),P-body enriched
AT2G40805,at2g40805,0,train,0.05481,0,0.6,3,15.07538,199,0,50,,,,,0.02525,0.06061,-0.43166,Low (<0.55),Not enriched
AT2G40880,AT2G40880.1,1,train,0.64125,1,0.7188,11,17.05426,645,375,192,10.4,6.7635,8.1561,1.36003,0.02174,0.05435,-0.24078,Medium (0.55–0.75),P-body enriched
AT2G41020,AT2G41020.2,1,train,0.90743,1,0.5882,30,14.31981,2095,1146,811,69.11,36.522,39.7087,0.87685,0.0234,0.05444,-0.27833,High (≥0.75),P-body enriched
AT2G41090,AT2G41090.1,1,train,0.73027,1,0.6798,25,17.44592,1433,573,381,1.05,10.1903,8.9387,0.58888,0.02444,0.06145,-0.23098,Medium (0.55–0.75),P-body enriched
AT2G41100,AT2G41100.1,1,train,0.76566,1,0.6967,17,13.57827,1252,972,211,33.64,15.7099,17.3196,0.92172,0.04077,0.05196,-0.27436,High (≥0.75),P-body enriched
AT2G41380,AT2G41380.1,1,val,0.65353,1,0.6461,15,11.71875,1280,807,308,0.0,1.4248,2.1059,1.35271,0.05708,0.0516,-0.26266,Medium (0.55–0.75),P-body enriched
AT2G41430,AT2G41430.4,1,train,0.78596,1,0.693,15,12.2549,1224,489,228,49.08,26.0852,26.5802,0.88701,0.02617,0.05724,-0.25033,High (≥0.75),P-body enriched
AT2G41680,AT2G41680.1,1,train,0.8935,1,0.6546,24,13.22314,1815,1587,194,16.64,17.4992,51.5025,2.87032,0.03583,0.05127,-0.29576,High (≥0.75),P-body enriched
AT2G41760,AT2G41760.1,0,val,0.55532,1,0.6552,16,8.17578,1957,663,116,4.98,1.7298,3.0921,2.0952,0.04601,0.04652,-0.29596,Medium (0.55–0.75),Not enriched
AT2G41780,AT2G41780.1,0,train,0.12307,0,0.6801,6,6.73401,891,381,272,94.49,19.6572,19.4044,0.96614,0.03596,0.06966,-0.25668,Low (<0.55),Not enriched
AT2G41850,AT2G41850.1,0,train,0.29033,0,0.7719,23,13.15789,1748,1299,263,3.0,13.8144,32.4297,2.24216,0.0332,0.0727,-0.23867,Low (<0.55),Not enriched
AT2G41870,AT2G41870.1,1,test,0.70745,1,0.7244,18,11.65803,1544,822,254,100.0,24.3857,43.5787,2.27067,0.04796,0.06092,-0.2612,Medium (0.55–0.75),P-body enriched
AT2G41900,AT2G41900.1,1,train,0.92648,1,0.719,30,9.93049,3021,2148,420,57.4,27.5039,38.1751,1.19103,0.03245,0.04238,,High (≥0.75),P-body enriched
AT2G41990,AT2G41990.1,0,test,0.76956,1,0.6317,20,13.04631,1533,891,410,31.31,19.6339,34.7011,2.94599,0.03786,0.05875,-0.24292,High (≥0.75),Not enriched
AT2G42220,AT2G42220.1,1,train,0.78988,1,0.7179,18,18.61427,967,702,195,7.69,10.6319,19.5477,1.58821,0.02692,0.05176,-0.26732,High (≥0.75),P-body enriched
AT2G42390,AT2G42390.1,0,train,0.15802,0,0.6364,8,7.63359,1048,636,275,18.87,16.0493,17.1211,0.87748,0.04489,0.06304,-0.23693,Low (<0.55),Not enriched
AT2G42690,AT2G42690.1,1,train,0.75709,1,0.713,24,17.27862,1389,1236,115,7.28,2.703,1.7072,0.20346,0.03098,0.05692,-0.28265,High (≥0.75),P-body enriched
AT2G42780,AT2G42780.1,0,train,0.35604,0,0.7,25,17.8444,1401,879,170,48.46,24.8036,17.1234,0.4156,0.03286,0.05714,-0.25832,Low (<0.55),Not enriched
AT2G42790,AT2G42790.1,1,train,0.91461,1,0.6495,21,11.03521,1903,1527,291,5.89,7.2424,26.348,2.4362,0.0326,0.05152,-0.30263,High (≥0.75),P-body enriched
AT2G42880,AT2G42880.1,1,test,0.90349,1,0.6361,38,14.29646,2658,1818,404,25.41,19.3377,16.1079,0.43815,0.02559,0.04817,-0.27701,High (≥0.75),P-body enriched
AT2G42900,AT2G42900.1,0,train,0.17784,0,0.6463,10,10.4712,955,828,82,3.62,6.0659,13.2555,2.37737,0.05031,0.05346,-0.3156,Low (<0.55),Not enriched
AT2G43030,AT2G43030.1,1,test,0.66922,1,0.6864,14,12.87948,1087,813,169,24.35,13.1483,25.9889,3.23942,0.04052,0.0488,-0.27185,Medium (0.55–0.75),P-body enriched
AT2G43100,AT2G43100.1,1,train,0.88471,1,0.6812,17,14.19032,1198,768,389,0.0,17.9182,32.9518,2.09885,0.03676,0.05597,-0.25501,High (≥0.75),P-body enriched
AT2G43510,AT2G43510.1,0,test,0.22215,0,0.6583,8,10.51248,761,267,240,20.22,5.7814,5.817,0.99649,0.04211,0.06974,-0.23377,Low (<0.55),Not enriched
AT2G43640,AT2G43640.1,1,train,0.6993,1,0.6971,9,12.06434,746,363,208,24.79,6.3558,4.8558,0.53748,0.02282,0.04161,-0.24544,Medium (0.55–0.75),P-body enriched
AT2G43750,AT2G43750.1,1,test,0.87928,1,0.6627,24,14.42308,1664,1176,169,0.0,15.2424,41.2532,3.21562,0.02946,0.0463,-0.27993,High (≥0.75),P-body enriched
AT2G43780,AT2G43780.4,0,train,0.13664,0,0.6234,14,15.71268,891,279,231,15.05,8.1795,7.2805,0.82276,0.01798,0.05393,-0.23906,Low (<0.55),Not enriched
AT2G43940,AT2G43940.1,0,test,0.71683,1,0.686,19,15.85977,1198,678,414,12.83,5.0376,9.4841,2.08154,0.0259,0.05597,-0.26761,Medium (0.55–0.75),Not enriched
AT2G43945,AT2G43945.1,1,train,0.87008,1,0.7168,16,12.76935,1253,867,173,13.15,25.1297,48.6477,3.02586,0.02236,0.05032,-0.25451,High (≥0.75),P-body enriched
AT2G44130,AT2G44130.1,0,train,0.14753,0,0.7128,12,8.3045,1445,1227,94,8.8,4.7877,9.7559,2.50665,0.07479,0.03532,-0.31481,Low (<0.55),Not enriched
AT2G44200,AT2G44200.1,1,train,0.83517,1,0.6253,28,13.86825,2019,1479,387,100.0,26.7649,31.1936,0.84309,0.03171,0.04163,-0.25958,High (≥0.75),P-body enriched
AT2G44290,AT2G44290.1,0,train,0.24445,0,0.6746,14,12.18451,1149,615,338,40.98,12.5829,12.7611,0.81999,0.03484,0.05662,-0.26484,Low (<0.55),Not enriched
AT2G44650,AT2G44650.1,1,train,0.71359,1,0.7086,11,9.39368,1171,417,151,0.0,11.8509,18.097,2.40204,0.02479,0.06838,-0.26439,Medium (0.55–0.75),P-body enriched
AT2G44760,AT2G44760.1,1,test,0.66543,1,0.686,19,10.95732,1734,1500,86,28.4,18.6054,55.1762,5.59676,0.02827,0.05655,-0.27549,Medium (0.55–0.75),P-body enriched
AT2G44920,AT2G44920.2,0,train,0.36995,0,0.6831,14,12.63538,1108,672,325,0.0,15.8647,26.6005,1.92799,0.02439,0.05059,-0.26399,Low (<0.55),Not enriched
AT2G45060,AT2G45060.1,1,train,0.83258,1,0.6815,20,14.41961,1387,816,383,28.31,34.1111,62.6352,1.97675,0.04185,0.04978,-0.25689,High (≥0.75),P-body enriched
AT2G45140,AT2G45140.1,1,train,0.85881,1,0.6465,17,13.3438,1274,717,331,57.74,15.1654,12.1324,0.7073,0.03221,0.04556,-0.26146,High (≥0.75),P-body enriched
AT2G45220,AT2G45220.1,1,val,0.68067,1,0.7682,37,18.80081,1968,1533,220,8.22,2.8799,7.823,3.06244,0.05338,0.05948,-0.26245,Medium (0.55–0.75),P-body enriched
AT2G45260,AT2G45260.1,1,train,0.92054,1,0.6384,22,12.1547,1810,1275,271,9.88,21.3774,32.2943,1.52602,0.02156,0.05307,-0.26381,High (≥0.75),P-body enriched
AT2G45300,AT2G45300.2,1,train,0.9178,1,0.6174,50,14.46759,3456,1560,1686,5.77,13.7642,45.4902,4.87872,0.03068,0.05152,,High (≥0.75),P-body enriched
AT2G45470,AT2G45470.1,1,train,0.85026,1,0.7063,24,13.00108,1846,1260,320,24.52,14.3086,17.366,0.51899,0.05583,0.04553,-0.22584,High (≥0.75),P-body enriched
AT2G45540,AT2G45540.2,1,val,0.87754,1,0.6017,111,11.53247,9625,9003,359,22.06,,,,0.02587,0.04478,,High (≥0.75),P-body enriched
AT2G46090,AT2G46090.1,1,train,0.84333,1,0.6939,21,14.91477,1408,1092,196,0.0,8.7505,24.1502,4.19814,0.03909,0.05615,-0.27436,High (≥0.75),P-body enriched
AT2G46225,AT2G46225.2,1,val,0.63273,1,0.7064,23,16.39344,1403,987,218,12.46,29.5648,23.5572,0.48283,0.01783,0.06134,-0.23122,Medium (0.55–0.75),P-body enriched
AT2G46230,AT2G46230.2,1,train,0.78637,1,0.6438,13,12.40458,1048,543,393,0.55,9.201,15.1618,2.2301,0.02483,0.06304,-0.25821,High (≥0.75),P-body enriched
AT2G46650,AT2G46650.1,1,test,0.15464,0,0.6696,13,12.14953,1070,396,345,25.0,9.7359,8.6877,0.79658,0.03742,0.07858,-0.24793,Low (<0.55),P-body enriched
AT2G46910,AT2G46910.1,1,train,0.88305,1,0.7123,15,14.21801,1055,852,146,0.0,11.2855,27.8403,3.54771,0.03131,0.05123,-0.27469,High (≥0.75),P-body enriched
AT2G47380,AT2G47380.2,1,val,0.2989,0,0.5541,6,8.10811,740,192,148,0.0,5.4166,5.0372,1.07268,0.03383,0.05548,-0.24811,Low (<0.55),P-body enriched
AT2G47485,AT2G47485.1,0,test,0.19628,0,0.703,8,7.80488,1025,423,404,3.55,19.5481,21.3981,1.02337,0.05273,0.08594,-0.24254,Low (<0.55),Not enriched
AT2G47710,AT2G47710.1,1,train,0.763,1,0.7134,14,14.28571,980,486,321,4.94,3.1451,2.0559,0.6014,0.04392,0.06435,-0.26449,High (≥0.75),P-body enriched
AT2G47910,AT2G47910.1,1,train,0.62353,1,0.6381,12,11.5942,1035,738,210,15.45,11.2513,20.5727,2.23784,0.0619,0.04062,-0.29778,Medium (0.55–0.75),P-body enriched
AT4G00026,AT4G00026.1,0,test,0.74289,1,0.5922,29,17.02877,1703,807,819,21.93,23.5659,36.6764,2.20018,0.03819,0.05229,-0.26307,Medium (0.55–0.75),Not enriched
AT4G00100,AT4G00100.1,1,test,0.53327,1,0.636,8,8.22199,973,453,261,9.93,2.7055,4.3849,1.93201,0.02469,0.04835,-0.2554,Low (<0.55),P-body enriched
AT4G00230,AT4G00230.1,1,test,0.78751,1,0.6629,29,11.0687,2620,2247,178,0.0,16.5204,39.1622,2.50651,0.04926,0.05498,-0.28393,High (≥0.75),P-body enriched
AT4G00342,AT4G00342.1,0,val,0.08302,0,0.7,3,16.66667,180,177,50,0.0,9.3216,8.8731,0.97007,0.02235,0.07263,-0.20278,Low (<0.55),Not enriched
AT4G00430,AT4G00430.2,1,train,0.7629,1,0.6077,14,10.15965,1378,657,622,28.31,5.1568,10.8722,2.27476,0.03558,0.05229,-0.27954,High (≥0.75),P-body enriched
AT4G00570,AT4G00570.1,1,train,0.91434,1,0.6994,36,15.38462,2340,1821,356,0.0,4.0438,15.1377,3.74399,0.02864,0.04917,-0.28338,High (≥0.75),P-body enriched
AT4G00620,AT4G00620.1,0,val,0.86235,1,0.6691,28,15.03759,1862,1080,278,0.0,13.5193,31.0409,3.489,0.03278,0.0575,-0.25387,High (≥0.75),Not enriched
AT4G00860,AT4G00860.1,1,val,0.14606,0,0.6585,6,8.57143,700,240,325,8.75,8.384,6.8772,0.754,0.04292,0.05866,-0.23029,Low (<0.55),P-body enriched
AT4G01070,AT4G01070.1,1,train,0.86669,1,0.7217,22,10.83744,2030,1440,345,2.5,2.9439,3.4129,1.06917,0.04534,0.05914,-0.28892,High (≥0.75),P-body enriched
AT4G01090,AT4G01090.1,1,train,0.92227,1,0.6951,47,15.71381,2991,2142,328,73.67,62.3674,74.1901,1.95589,0.0301,0.06154,-0.26222,High (≥0.75),P-body enriched
AT4G01480,AT4G01480.1,1,train,0.74847,1,0.6699,15,13.67366,1097,648,312,15.28,10.8267,15.7978,1.51587,0.02372,0.0438,-0.25105,Medium (0.55–0.75),P-body enriched
