geneID,transcript_id,class,condition,bioemu_tier,bioemu_status,idr_percent,mean_disorder,max_disorder_window,n_idr_regions,longest_idr_region,n_conformations,n_residues,pass_rate,rmsf_mean,rmsf_std,rmsf_max,rmsf_nterm50,rmsf_cterm50,rg_mean,rg_std,rg_cv,contact_density,packing_density,sasa_per_residue,feature_source,error
AT2G20550,AT2G20550.2,1,HS,3,completed,,0.5232,0.9791,1,129,40.0,284.0,0.4,21.9783,8.1921,43.494,32.6727,20.1817,37.5274,8.6444,0.2303,7.5352,25.075,62.3145,bioemu,
AT2G20610,AT2G20610.1,1,NS,1,completed,,0.1991,0.7115,1,34,84.0,462.0,0.84,2.2991,2.771,19.4412,7.649,3.5619,25.0442,0.6248,0.0249,9.7532,29.3509,17.0602,bioemu,
AT2G20690,AT2G20690.1,1,HS,1,completed,,0.1788,0.3268,0,0,71.0,271.0,0.71,13.6033,8.6966,52.4287,28.8792,10.623,28.2874,5.2805,0.1867,8.8635,26.6637,37.1044,bioemu,
AT2G20750,AT2G20750.2,1,both,1,completed,,0.2086,0.4349,2,3,50.0,220.0,0.5,8.4396,4.0446,27.8983,12.3342,9.6472,25.805,2.849,0.1104,9.0364,26.4056,38.0361,bioemu,
AT2G21060,AT2G21060.1,1,HS,3,completed,,0.9593,0.9993,1,201,31.0,201.0,0.31,21.599,5.1868,36.3909,19.8669,27.2084,35.1423,8.8786,0.2526,6.6269,21.899,77.21,bioemu,
AT2G21270,AT2G21270.3,1,HS,3,completed,,0.5055,0.9933,1,144,17.0,340.0,0.17,22.1462,12.1019,51.1025,20.0021,40.5834,41.104,5.6402,0.1372,7.3765,23.4744,62.4453,bioemu,
AT2G21280,AT2G21280.2,1,HS,1,completed,,0.1412,0.2692,0,0,62.0,362.0,0.62,11.0818,10.4725,61.6235,33.272,7.4473,31.3558,4.9968,0.1594,9.3204,28.4424,34.1301,bioemu,
AT2G21860,AT2G21860.1,1,both,1,completed,,0.2069,0.6534,1,23,48.0,522.0,0.48,10.9041,11.4788,53.3731,44.4302,9.7908,29.0243,2.7384,0.0943,8.9042,27.6731,20.2798,bioemu,
AT2G22475,AT2G22475.1,1,HS,3,completed,,0.4963,0.9857,2,129,22.0,299.0,0.22,22.5124,8.558,54.2313,37.5344,18.6199,31.3418,4.7879,0.1528,7.6789,25.7669,41.2845,bioemu,
AT2G22480,AT2G22480.1,1,HS,2,completed,,0.2291,0.6903,4,59,24.0,537.0,0.48,13.2635,8.858,50.1394,37.1775,7.9737,29.9241,3.393,0.1134,9.5196,27.5233,20.9545,bioemu,
AT2G22790,AT2G22790.1,0,depleted,2,completed,,0.3251,0.635,8,25,19.0,325.0,0.38,14.3351,8.9808,44.474,12.0172,33.2797,29.3044,8.103,0.2765,8.3815,26.9325,33.2041,bioemu,
AT2G23360,AT2G23360.1,1,NS,3,completed,,0.5687,0.9828,20,116,100.0,898.0,1.0,62.3403,16.0083,93.94,71.6223,82.4272,86.6574,9.7809,0.1129,6.6526,26.3112,105.0859,bioemu,
AT2G23600,AT2G23600.2,1,HS,1,completed,,0.1893,0.6419,1,18,96.0,278.0,0.96,1.8113,1.9235,15.4568,3.7877,1.6291,19.6201,0.5019,0.0256,10.1223,29.8909,17.4007,bioemu,
AT2G23610,AT2G23610.1,1,NS,1,completed,,0.1528,0.2429,0,0,95.0,263.0,0.95,1.0911,1.1856,9.8867,1.3979,0.7572,17.3839,0.128,0.0074,9.9392,29.1994,14.4393,bioemu,
AT2G23670,AT2G23670.1,0,depleted,1,completed,,0.2546,0.3516,1,2,66.0,167.0,0.66,24.8772,6.5391,52.3542,29.7272,25.3156,39.432,10.6697,0.2706,7.8443,28.5585,117.0013,bioemu,
AT2G23930,AT2G23930.1,0,depleted,3,completed,,0.4725,0.6446,4,17,93.0,80.0,0.93,2.7141,2.0915,11.4437,2.724,2.392,12.3959,0.4389,0.0354,8.725,26.112,24.1367,bioemu,
AT2G23970,AT2G23970.1,0,depleted,1,completed,,0.1606,0.3167,0,0,95.0,251.0,0.95,1.1263,1.1432,9.0041,1.2722,1.8529,17.3411,0.196,0.0113,9.5936,28.7672,15.0552,bioemu,
AT2G24395,AT2G24395.1,0,depleted,1,completed,,0.3115,0.4787,1,8,50.0,132.0,0.5,16.8585,6.2703,43.1022,20.6146,15.5459,32.4756,8.5619,0.2636,7.8485,24.6942,100.4036,bioemu,
AT2G24860,AT2G24860.1,0,depleted,1,completed,,0.1911,0.3299,1,1,65.0,144.0,0.65,14.2859,6.357,38.1085,19.9188,12.3214,34.7638,6.8316,0.1965,6.9306,24.1915,105.4634,bioemu,
AT2G25210,AT2G25210.1,0,depleted,1,completed,,0.346,0.3618,0,0,82.0,44.0,0.82,7.587,2.2135,14.4272,7.587,7.587,14.8166,2.4122,0.1628,6.5,23.6239,62.6981,bioemu,
AT2G25670,AT2G25670.2,1,NS,3,completed,,0.9919,0.9996,1,318,6.0,318.0,0.06,36.1686,7.1844,56.9728,44.4863,37.4491,56.6725,5.9868,0.1056,5.6289,21.9479,126.9195,bioemu,
AT2G26060,AT2G26060.1,1,HS,1,completed,,0.1713,0.3571,2,1,96.0,352.0,0.96,0.8553,0.9724,7.8315,1.4583,0.6969,19.1118,0.122,0.0064,10.8011,29.1717,13.0397,bioemu,
AT2G26080,AT2G26080.1,1,HS,2,completed,,0.2495,0.8063,12,70,26.0,1044.0,0.52,6.2596,7.5831,44.4209,37.9194,6.9409,33.3949,1.8173,0.0544,10.3046,29.6118,13.4236,bioemu,
AT2G26110,AT2G26110.1,1,both,3,completed,,0.7903,0.9725,6,237,14.0,309.0,0.14,35.5321,9.3335,68.0205,43.524,28.3916,47.6485,6.6158,0.1388,5.7476,23.0084,92.3313,bioemu,
AT2G26210,AT2G26210.4,1,HS,3,completed,,0.5089,0.8638,5,72,30.0,190.0,0.3,18.4809,5.8376,32.693,25.383,13.4637,32.9304,8.5208,0.2588,8.6632,26.6923,71.7218,bioemu,
AT2G26340,AT2G26340.2,1,HS,1,completed,,0.1865,0.4083,1,3,37.0,264.0,0.37,24.0353,10.1974,53.3531,39.3818,26.1033,40.0113,9.5276,0.2381,7.6364,27.3455,76.2029,bioemu,
AT2G26430,AT2G26430.3,1,HS,3,completed,,0.5199,0.9999,1,161,21.0,361.0,0.21,25.271,8.3263,44.979,15.8575,31.442,42.5336,6.2965,0.148,7.5346,25.8769,62.975,bioemu,
AT2G26460,AT2G26460.1,1,NS,3,completed,,0.7939,0.9922,5,370,100.0,585.0,1.0,64.9937,14.1339,107.2368,80.8813,71.1939,81.9139,14.1532,0.1728,5.3778,20.7842,144.1348,bioemu,
AT2G26990,AT2G26990.1,1,NS,2,completed,,0.2364,0.8744,1,51,47.0,439.0,0.94,4.572,3.7944,26.2236,8.1799,9.9776,36.0891,1.4352,0.0398,9.0615,30.743,37.2819,bioemu,
AT2G27040,AT2G27040.1,1,HS,2,completed,,0.2782,0.9746,10,62,25.0,924.0,0.5,6.0647,8.7102,63.0052,36.6307,5.4678,35.352,1.9541,0.0553,9.1732,27.488,16.9968,bioemu,
AT2G27285,AT2G27285.1,1,NS,3,completed,,0.8809,0.9981,2,181,27.0,323.0,0.27,29.2336,7.4893,53.656,36.774,36.8985,50.5169,7.497,0.1484,6.582,26.3985,99.2843,bioemu,
AT2G27389,AT2G27389.1,0,depleted,3,completed,,0.7815,1.0,3,135,35.0,186.0,0.35,26.0427,2.7025,34.3615,23.6559,27.1528,38.0824,9.5842,0.2517,5.6667,22.8899,97.9819,bioemu,
AT2G27930,AT2G27930.5,0,depleted,3,completed,,0.4765,0.9691,4,53,45.0,192.0,0.45,12.2753,7.2284,37.8083,17.4637,14.2599,26.2948,3.4317,0.1305,7.2917,24.9874,45.253,bioemu,
AT2G27960,AT2G27960.1,1,HS,1,completed,,0.2497,0.4075,1,1,96.0,87.0,0.96,3.8842,3.2175,17.2429,2.8435,4.6929,14.1229,0.9948,0.0704,8.4828,25.0509,28.8096,bioemu,
AT2G28290,AT2G28290.5,1,HS,3,excluded,,0.7405,0.9962,19,1391,,3575.0,,,,,,,,,,,,,af2_not_found,
AT2G28390,AT2G28390.1,1,HS,3,completed,,0.4581,0.9984,6,177,6.0,607.0,0.06,25.7659,14.6198,62.7788,48.7279,25.0216,35.4265,5.0645,0.143,8.1746,26.1506,25.9823,bioemu,
AT2G28430,AT2G28430.1,1,NS,1,completed,,0.1534,0.2013,0,0,93.0,85.0,0.93,6.7173,1.6781,12.4859,6.6381,6.7193,19.7148,1.9751,0.1002,7.8588,31.0024,57.4611,bioemu,
AT2G28510,AT2G28510.1,0,depleted,3,completed,,0.5724,0.9175,11,83,27.0,288.0,0.27,33.7759,5.3915,54.2451,31.5135,38.9828,52.6238,9.8887,0.1879,6.6597,23.4511,120.8321,bioemu,
AT2G28950,AT2G28950.1,1,HS,1,completed,,0.1779,0.3078,0,0,93.0,257.0,0.93,4.1613,2.6827,18.3077,7.1621,4.0059,22.0714,0.7894,0.0358,10.1012,29.0128,23.8198,bioemu,
AT2G29200,AT2G29200.1,1,HS,3,completed,,0.548,0.9828,10,399,100.0,968.0,1.0,54.6532,18.7043,100.2852,78.5179,43.2693,65.5116,9.1947,0.1404,6.4628,22.4604,55.7148,bioemu,
AT2G29320,AT2G29320.2,1,NS,1,completed,,0.1858,0.2849,0,0,78.0,251.0,0.78,1.7961,2.0185,14.7375,2.1376,2.4303,17.9357,0.2226,0.0124,10.0558,30.2042,16.1055,bioemu,
AT2G29540,AT2G29540.3,0,depleted,3,completed,,0.4736,0.7749,3,34,40.0,139.0,0.4,7.0636,4.7859,23.7268,12.2429,3.8156,25.1956,1.0698,0.0425,8.5755,29.2756,57.3909,bioemu,
AT2G29560,AT2G29560.1,1,HS,1,completed,,0.1549,0.2557,0,0,98.0,475.0,0.98,1.0879,0.978,7.0281,3.2746,0.8312,24.4596,0.2294,0.0094,10.5305,30.8358,15.8276,bioemu,
AT2G29700,AT2G29700.1,1,HS,1,completed,,0.2299,0.5111,1,11,77.0,145.0,0.77,4.3062,3.8,21.0772,4.6591,5.3982,15.0943,0.6419,0.0425,8.8276,26.4376,19.7455,bioemu,
AT2G29995,AT2G29995.1,0,depleted,3,completed,,0.8532,0.9652,2,67,91.0,71.0,0.91,10.7016,3.504,18.7271,10.0692,11.6482,24.6394,3.7542,0.1524,6.0282,23.255,107.4511,bioemu,
AT2G30020,AT2G30020.1,0,depleted,2,completed,,0.3611,0.9323,4,83,8.0,396.0,0.16,18.7128,8.6408,54.2738,33.5643,16.6249,34.8252,5.4809,0.1574,8.601,26.0411,38.4859,bioemu,
AT2G30050,AT2G30050.1,1,HS,1,completed,,0.1857,0.4929,1,10,97.0,302.0,0.97,1.4569,1.307,9.6416,2.1462,1.9647,18.6157,0.302,0.0162,10.4106,28.2596,14.42,bioemu,
AT2G30150,AT2G30150.2,1,HS,1,completed,,0.1674,0.4514,1,9,87.0,456.0,0.87,1.4765,1.6774,19.95,2.9558,0.929,22.4863,0.4142,0.0184,9.6228,29.5002,13.9342,bioemu,
AT2G30390,AT2G30390.2,1,HS,1,completed,,0.1929,0.8273,1,35,14.0,522.0,0.14,18.9475,13.1621,66.2717,52.6205,27.2074,32.7499,3.3463,0.1022,9.1724,28.5509,25.8202,bioemu,
AT2G30410,AT2G30410.1,1,both,3,completed,,0.7113,0.906,5,80,100.0,113.0,1.0,2.1187,1.1644,9.3854,2.1615,2.2377,19.3155,0.6133,0.0318,8.6372,30.8968,41.4901,bioemu,
AT2G30620,AT2G30620.1,1,HS,3,completed,,0.7803,0.9901,3,140,1.0,273.0,0.01,0.0,0.0,0.0,0.0,0.0,59.7176,0.0,0.0,5.4359,20.6082,164.1539,bioemu,
AT2G30695,AT2G30695.2,0,depleted,1,completed,,0.1781,0.2601,0,0,62.0,199.0,0.62,18.2917,7.4784,42.3482,27.6897,13.4812,31.3143,6.8093,0.2174,7.1256,24.413,61.9217,bioemu,
AT2G30860,AT2G30860.1,1,both,1,completed,,0.1541,0.2327,0,0,95.0,215.0,0.95,1.3403,0.9351,5.5728,1.8922,1.0954,17.1532,0.1796,0.0105,9.693,30.0904,17.1973,bioemu,
AT2G31040,AT2G31040.1,1,HS,3,completed,,0.6125,0.9207,4,126,20.0,350.0,0.2,30.7604,10.6122,62.2949,46.3622,24.6741,53.828,10.7656,0.2,6.8457,25.5298,104.03,bioemu,
AT2G31380,AT2G31380.1,0,depleted,3,completed,,0.4199,0.7886,6,62,23.0,238.0,0.23,25.1783,5.344,42.1621,20.7296,30.2546,39.4886,8.793,0.2227,7.1429,24.4692,82.3334,bioemu,
AT2G31610,AT2G31610.1,1,HS,1,completed,,0.1901,0.4303,1,6,87.0,250.0,0.87,8.1054,7.4384,47.6033,5.5209,18.8228,34.0988,3.85,0.1129,8.312,26.7451,58.4451,bioemu,
AT2G31710,AT2G31710.1,0,depleted,3,completed,,0.4877,0.7384,5,22,92.0,105.0,0.92,7.6863,2.7054,21.2838,6.8796,8.7374,29.0761,3.2832,0.1129,7.3143,29.25,101.1797,bioemu,
AT2G31725,AT2G31725.1,1,NS,1,completed,,0.1671,0.35,0,0,98.0,149.0,0.98,1.3806,1.0711,7.9331,1.8449,1.2294,23.2235,0.2409,0.0104,8.6174,31.7745,45.4861,bioemu,
AT2G31730,AT2G31730.1,0,depleted,2,completed,,0.3185,0.6761,3,19,30.0,153.0,0.6,17.5439,6.94,42.2472,20.2196,19.932,34.2273,7.3825,0.2157,6.5752,24.8252,96.2198,bioemu,
AT2G31790,AT2G31790.1,1,HS,1,completed,,0.1943,0.3979,0,0,95.0,457.0,0.95,3.0562,1.4999,8.9911,5.1411,1.9689,22.3631,1.6083,0.0719,9.7987,29.7576,13.7518,bioemu,
AT2G32060,AT2G32060.2,1,HS,1,completed,,0.1863,0.4087,2,2,85.0,144.0,0.85,6.5494,5.8882,30.5191,10.3501,5.1328,16.8957,1.812,0.1072,8.8889,28.1378,24.9115,bioemu,
AT2G32200,AT2G32200.2,0,depleted,3,completed,,0.4426,0.6724,4,21,81.0,109.0,0.81,11.323,2.3761,17.3933,10.2603,12.0394,25.8933,2.931,0.1132,7.2661,27.7848,77.2962,bioemu,
AT2G32240,AT2G32240.1,1,HS,3,completed,,0.8369,0.985,9,675,100.0,1333.0,1.0,105.1915,12.9125,138.5731,126.3987,110.7066,117.5285,12.9002,0.1098,7.2723,28.141,130.2166,bioemu,
AT2G32460,AT2G32460.1,0,depleted,3,completed,,0.5031,0.9149,4,101,3.0,490.0,0.03,31.4,8.2551,65.2579,40.4816,31.5364,55.869,4.7556,0.0851,5.8694,21.714,80.0488,bioemu,
AT2G32500,AT2G32500.1,1,HS,1,completed,,0.1386,0.1906,0,0,41.0,221.0,0.41,7.6612,7.1611,37.9528,18.1802,7.4834,19.7818,3.3482,0.1693,9.276,28.2342,22.2511,bioemu,
AT2G32520,AT2G32520.2,1,NS,1,completed,,0.1709,0.293,0,0,61.0,317.0,0.61,16.7198,5.9517,38.2443,26.4428,16.6001,31.1772,6.9288,0.2222,9.7792,29.2851,38.5324,bioemu,
AT2G32650,AT2G32650.2,0,depleted,1,completed,,0.1536,0.2415,0,0,80.0,139.0,0.8,8.3054,5.5017,33.9232,12.8698,5.3409,30.7076,4.2324,0.1378,8.4173,26.7355,85.2487,bioemu,
AT2G32700,AT2G32700.7,1,HS,3,completed,,0.562,0.9996,5,413,100.0,806.0,1.0,58.0078,21.6757,92.7342,87.6231,29.4919,76.072,15.3011,0.2011,7.3846,23.2418,90.2244,bioemu,
AT2G32810,AT2G32810.1,1,HS,1,completed,,0.1625,0.4523,4,3,90.0,887.0,0.9,2.0443,2.9444,26.1059,9.0479,2.5209,31.6896,0.3601,0.0114,10.0293,28.4666,14.2272,bioemu,
AT2G32840,AT2G32840.1,0,depleted,3,completed,,0.7125,0.9983,3,204,8.0,337.0,0.08,35.041,7.9069,60.7303,38.7764,27.4459,54.7936,8.7036,0.1588,5.4065,21.2986,111.9542,bioemu,
AT2G33120,AT2G33120.2,1,HS,2,completed,,0.3423,0.891,1,59,37.0,229.0,0.74,10.775,3.0779,22.4435,8.7847,13.8398,31.8799,4.632,0.1453,9.1004,30.3469,55.771,bioemu,
AT2G33250,AT2G33250.1,0,depleted,3,completed,,0.5308,0.9037,6,96,15.0,299.0,0.15,30.8199,8.2554,68.8875,41.7384,35.1916,46.6996,9.4154,0.2016,6.4548,24.9022,91.6567,bioemu,
AT2G33255,AT2G33255.1,1,HS,1,completed,,0.1443,0.2162,0,0,73.0,245.0,0.73,7.2873,4.7789,36.1686,11.2768,6.4316,26.7287,2.0053,0.075,8.8653,28.3025,36.6438,bioemu,
AT2G33380,AT2G33380.1,1,HS,3,completed,,0.4512,0.9327,3,78,98.0,236.0,0.98,0.9948,1.2132,11.2447,1.8974,0.7564,18.5934,0.1981,0.0107,9.5508,29.4683,18.4083,bioemu,
AT2G33410,AT2G33410.1,1,NS,3,completed,,0.7807,0.9961,6,235,1.0,404.0,0.01,0.0,0.0,0.0,0.0,0.0,63.094,0.0,0.0,6.4455,21.3617,123.8239,bioemu,
AT2G33480,AT2G33480.1,0,depleted,2,completed,,0.3802,0.8916,5,38,24.0,268.0,0.48,19.8705,8.268,45.6726,19.5819,33.0628,36.1006,8.0923,0.2242,7.2313,24.0256,61.1087,bioemu,
AT2G33800,AT2G33800.1,1,HS,1,completed,,0.2523,0.4895,6,6,26.0,303.0,0.26,26.49,9.2807,60.6266,41.095,26.0904,47.1748,12.0597,0.2556,8.0528,25.7101,92.2968,bioemu,
AT2G33830,AT2G33830.2,1,HS,3,completed,,0.9491,0.9733,1,108,50.0,108.0,0.5,18.5021,4.3275,30.3898,20.2291,17.331,28.8274,9.2493,0.3209,5.0185,19.5492,96.6934,bioemu,
AT2G34070,AT2G34070.1,1,HS,1,completed,,0.2053,0.5877,2,15,70.0,385.0,0.7,14.7935,7.814,56.416,29.0863,10.448,26.8719,3.9836,0.1482,9.2675,27.926,23.5693,bioemu,
AT2G34460,AT2G34460.1,1,HS,1,completed,,0.1914,0.4618,1,10,62.0,280.0,0.62,10.7322,7.5099,47.3573,23.3855,8.3174,28.8594,5.1018,0.1768,9.45,28.2611,37.3788,bioemu,
AT2G34470,AT2G34470.2,1,NS,2,completed,,0.3541,0.988,2,68,34.0,276.0,0.68,10.4725,6.8657,47.0866,20.8534,7.6401,24.5813,3.7496,0.1525,9.1159,27.1118,27.5113,bioemu,
AT2G34480,AT2G34480.2,1,HS,1,completed,,0.141,0.226,0,0,61.0,217.0,0.61,8.7879,5.6767,34.3644,13.7916,10.6609,25.9408,2.0223,0.078,8.0922,27.1439,38.9689,bioemu,
AT2G34600,AT2G34600.1,0,depleted,2,completed,,0.3429,0.5765,2,12,22.0,148.0,0.44,12.8977,3.1767,20.8457,15.4324,13.3032,23.6178,3.2754,0.1387,6.9459,25.813,47.3616,bioemu,
AT2G34620,AT2G34620.1,0,depleted,1,completed,,0.1824,0.4946,2,5,69.0,303.0,0.69,12.4448,9.5827,58.2365,29.9824,9.5518,31.4941,3.9709,0.1261,8.2508,28.1554,41.1363,bioemu,
AT2G35230,AT2G35230.1,1,HS,3,completed,,0.9911,0.9999,1,402,1.0,402.0,0.01,0.0,0.0,0.0,0.0,0.0,68.6309,0.0,0.0,4.9254,19.3895,147.2389,bioemu,
AT2G35240,AT2G35240.1,1,HS,2,completed,,0.3729,0.87,4,45,32.0,232.0,0.64,20.7319,7.1629,41.0527,28.2658,22.9687,34.9789,7.9761,0.228,7.1983,24.5415,66.2726,bioemu,
AT2G35290,AT2G35290.1,0,depleted,1,completed,,0.1412,0.1772,0,0,80.0,121.0,0.8,6.4979,3.537,21.2381,8.137,5.7176,15.1145,1.4791,0.0979,8.314,26.8686,23.7252,bioemu,
AT2G35300,AT2G35300.1,0,depleted,3,completed,,0.9818,0.9916,1,97,79.0,97.0,0.79,15.9286,6.5643,36.3083,16.6882,14.8373,25.8573,5.3151,0.2056,6.3918,25.6653,86.6175,bioemu,
AT2G35370,AT2G35370.1,1,HS,1,completed,,0.2541,0.5871,2,14,94.0,165.0,0.94,9.0377,5.1508,34.828,12.6988,8.1906,25.3524,3.9923,0.1575,8.7394,27.1544,48.9512,bioemu,
AT2G35390,AT2G35390.4,1,NS,1,completed,,0.183,0.6554,2,19,82.0,352.0,0.82,8.1973,5.8741,42.3332,18.2327,6.5501,26.4257,2.6231,0.0993,9.4716,28.2545,24.9298,bioemu,
AT2G35530,AT2G35530.1,1,HS,3,completed,,0.9848,0.9989,1,409,5.0,409.0,0.05,36.0142,10.6178,73.3053,50.7681,39.4323,56.2189,2.1738,0.0387,5.3007,21.3393,97.1071,bioemu,
AT2G35605,AT2G35605.1,1,both,1,completed,,0.1458,0.1897,0,0,82.0,109.0,0.82,8.6423,2.9168,20.3824,9.496,8.3333,20.7621,3.3295,0.1604,7.5413,25.959,49.6966,bioemu,
AT2G35690,AT2G35690.1,1,HS,1,completed,,0.1679,0.3809,1,1,91.0,664.0,0.91,2.7844,1.5093,16.4899,2.5678,5.4269,27.7755,0.5222,0.0188,9.9096,30.4917,14.6004,bioemu,
AT2G35750,AT2G35750.1,0,depleted,1,completed,,0.254,0.311,0,0,79.0,61.0,0.79,11.0037,2.8272,21.143,9.9766,11.1104,14.4548,3.0326,0.2098,6.7869,21.0505,43.0431,bioemu,
AT2G35810,AT2G35810.1,1,HS,1,completed,,0.1922,0.3226,1,2,93.0,199.0,0.93,3.4518,3.0794,23.2079,5.892,2.6919,20.3197,1.096,0.0539,8.8844,26.1228,26.073,bioemu,
AT2G35820,AT2G35820.2,1,NS,2,completed,,0.259,0.7881,4,22,23.0,282.0,0.46,18.1389,7.351,48.7032,28.2033,14.3601,32.9465,6.7697,0.2055,8.0426,25.3525,48.3703,bioemu,
AT2G35860,AT2G35860.1,1,NS,2,completed,,0.3049,0.923,2,77,18.0,445.0,0.36,20.4727,6.8492,52.3457,25.7555,28.8306,41.7257,7.1882,0.1723,8.2112,26.436,49.1652,bioemu,
AT2G35940,AT2G35940.3,1,both,3,completed,,0.6874,0.9938,6,288,100.0,680.0,1.0,55.9233,14.652,86.5634,76.4501,79.3174,69.3978,12.7879,0.1843,5.7647,21.6903,89.0005,bioemu,
AT2G36230,AT2G36230.1,1,NS,1,completed,,0.1528,0.2399,0,0,74.0,304.0,0.74,9.8426,6.5988,46.8103,19.3345,8.8255,25.9274,3.3444,0.129,9.3355,27.7164,27.7878,bioemu,
AT2G36480,AT2G36480.1,1,HS,3,completed,,0.601,0.9942,9,283,100.0,963.0,1.0,73.2497,16.2183,133.5385,112.5625,68.7961,86.7763,11.6864,0.1347,5.3001,19.5863,98.2619,bioemu,
AT2G36870,AT2G36870.1,1,NS,1,completed,,0.1588,0.3349,0,0,92.0,299.0,0.92,4.319,2.9603,22.8411,8.1389,4.4634,21.5255,1.0118,0.047,9.5786,27.6479,19.4735,bioemu,
AT2G36880,AT2G36880.1,1,HS,1,completed,,0.208,0.4342,2,3,99.0,390.0,0.99,0.6249,0.4372,3.1582,0.5063,0.7272,21.4672,0.0874,0.0041,10.8513,30.3824,14.849,bioemu,
AT2G36885,AT2G36885.1,0,depleted,1,completed,,0.1731,0.3481,1,3,35.0,256.0,0.35,22.5756,9.1129,48.8234,34.9468,15.0537,36.6848,7.2134,0.1966,7.4688,26.2578,66.0606,bioemu,
AT2G36895,AT2G36895.3,0,depleted,1,completed,,0.2618,0.7066,1,22,29.0,259.0,0.29,20.2682,10.7897,59.2765,38.099,13.3158,28.0535,6.7947,0.2422,8.3784,26.0642,38.1842,bioemu,
AT2G37030,AT2G37030.1,0,depleted,1,completed,,0.1581,0.2326,0,0,75.0,124.0,0.75,9.2633,4.1731,24.2498,12.3911,7.6723,17.7184,2.3522,0.1328,7.6452,27.3929,31.8155,bioemu,
AT2G37040,AT2G37040.1,1,both,1,completed,,0.1994,0.5545,1,13,74.0,725.0,0.74,5.0598,5.8122,52.7859,20.0,4.1085,35.7687,1.0002,0.028,9.68,29.0499,22.1758,bioemu,
AT2G37080,AT2G37080.2,1,HS,3,completed,,0.867,0.9992,1,583,3.0,583.0,0.03,39.7333,13.2087,75.156,34.1955,60.9298,76.527,7.0096,0.0916,6.8919,28.3635,126.2322,bioemu,
AT2G37130,AT2G37130.1,0,depleted,1,completed,,0.1999,0.5259,2,12,96.0,327.0,0.96,2.6074,1.9235,15.2013,5.3473,2.3805,23.5092,0.6286,0.0267,9.7187,29.4731,21.2392,bioemu,
AT2G37240,AT2G37240.1,0,depleted,1,completed,,0.1742,0.2828,0,0,63.0,248.0,0.63,15.5809,8.6446,54.2627,29.3758,11.2978,29.4359,6.1438,0.2087,8.629,26.5078,43.905,bioemu,
AT2G37330,AT2G37330.1,0,depleted,1,completed,,0.1778,0.3942,1,4,100.0,273.0,1.0,1.4648,1.164,10.1735,3.0872,1.0358,22.8986,0.3989,0.0174,9.3553,31.8039,24.1361,bioemu,
AT2G37470,AT2G37470.1,1,both,3,completed,,0.4419,0.9172,1,48,62.0,138.0,0.62,14.4606,8.3711,46.9874,20.9525,9.4199,30.2703,6.144,0.203,6.913,26.2023,83.438,bioemu,
AT2G37540,AT2G37540.1,1,NS,1,completed,,0.1789,0.4067,2,2,95.0,321.0,0.95,1.0787,1.3328,11.0325,1.7994,0.7932,18.3384,0.1714,0.0093,10.4237,30.3523,13.1651,bioemu,
AT2G37680,AT2G37680.2,1,both,3,completed,,0.4355,0.8453,4,70,47.0,244.0,0.47,11.5878,6.777,34.6236,22.9226,9.4671,21.0121,3.0113,0.1433,10.2951,29.1593,22.7383,bioemu,
AT2G37750,AT2G37750.1,0,depleted,3,completed,,0.5775,0.7426,3,48,73.0,82.0,0.73,15.4872,2.9829,24.8811,15.2759,15.1323,25.1485,6.3484,0.2524,6.0244,23.34,96.9213,bioemu,
AT2G38025,AT2G38025.1,0,depleted,1,completed,,0.1986,0.4137,3,4,57.0,234.0,0.57,10.9842,5.4789,29.2021,19.9947,8.8832,23.0371,4.7281,0.2052,8.4444,26.832,28.5002,bioemu,
AT2G38410,AT2G38410.1,1,HS,3,completed,,0.703,0.9998,7,355,100.0,671.0,1.0,63.7946,18.0345,103.2045,40.5806,98.283,79.7274,11.3097,0.1419,5.9702,21.1965,119.0426,bioemu,
AT2G38465,AT2G38465.1,0,depleted,3,completed,,0.681,0.7896,2,63,85.0,84.0,0.85,11.6576,4.8874,27.8899,10.2834,11.9607,25.4455,5.264,0.2069,8.381,30.689,96.8617,bioemu,
AT2G38860,AT2G38860.2,1,both,1,completed,,0.1434,0.1938,0,0,95.0,398.0,0.95,3.6382,1.1002,8.0815,3.8598,3.5383,21.2854,1.8023,0.0847,10.4673,30.1505,14.3051,bioemu,
AT2G39050,AT2G39050.1,0,depleted,3,completed,,0.6452,0.9995,1,191,22.0,317.0,0.22,28.4622,9.6555,58.7203,40.1329,23.5957,41.841,10.9779,0.2624,7.1924,23.1012,69.3992,bioemu,
AT2G39080,AT2G39080.1,1,HS,1,completed,,0.1938,0.3693,0,0,27.0,351.0,0.27,16.1616,9.7211,42.9335,36.8739,13.6228,32.9188,5.5005,0.1671,8.3932,25.687,38.7962,bioemu,
AT2G39650,AT2G39650.1,0,depleted,2,completed,,0.3204,0.6376,8,21,34.0,291.0,0.68,5.1951,6.1029,39.7258,14.9917,4.3105,21.6394,2.3107,0.1068,8.8179,28.0798,20.2213,bioemu,
AT2G39700,AT2G39700.1,1,both,1,completed,,0.1819,0.3681,0,0,95.0,257.0,0.95,4.745,3.085,22.9941,8.0153,4.6719,23.4498,1.2095,0.0516,9.9844,28.3713,26.8879,bioemu,
AT2G39940,AT2G39940.1,1,HS,1,completed,,0.1543,0.3141,0,0,93.0,592.0,0.93,1.4329,2.36,27.6018,5.1373,1.7231,26.6449,0.3309,0.0124,10.2399,30.1915,15.0701,bioemu,
