geneID,transcript_id,class,condition,isoform_source,event_type,transcript_biotype,n_exons,strongest_rna_log2fc,mrna_len,protein_len,has_cds,short_protein,internal_stop,qc_pass,qc_flag
AT2G29540,AT2G29540.3,0,depleted,canonical_fallback,,protein_coding,2.0,1.353270677569023,1019,139,True,False,False,True,pass
AT1G31835,AT1G31835.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.3528023023191442,742,79,True,False,False,True,pass
AT3G27460,AT3G27460.4,0,depleted,canonical_fallback,,protein_coding,9.0,1.3515531396668188,1328,272,True,False,False,True,pass
AT1G11670,AT1G11670.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.351376229780748,2136,503,True,False,False,True,pass
AT2G03810,AT2G03810.4,0,depleted,canonical_fallback,,protein_coding,5.0,1.351017336747472,2544,439,True,False,False,True,pass
AT2G07681,AT2G07681.1,0,depleted,canonical_fallback,,protein_coding,11.0,1.3472820560830443,2314,736,True,False,False,True,pass
AT4G30170,AT4G30170.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.343468420990621,1235,325,True,False,False,True,pass
AT5G18600,AT5G18600.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3412864510167453,873,102,True,False,False,True,pass
AT4G00620,AT4G00620.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.3410294133477634,1862,360,True,False,False,True,pass
AT4G25140,AT4G25140.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.340647406852276,908,173,True,False,False,True,pass
AT3G13275,AT3G13275.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3395678482650557,775,69,True,False,False,True,pass
AT5G09585,AT5G09585.1,0,depleted,canonical_fallback,,snRNA,1.0,1.339256671574114,195,0,False,False,False,False,no_CDS
AT5G64650,AT5G64650.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.339017060276086,1029,160,True,False,False,True,pass
AT5G38110,AT5G38110.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.3377362070755785,1213,218,True,False,False,True,pass
AT4G27765,at4g27765,0,depleted,canonical_fallback,,miRNA,1.0,1.33698285394921,191,0,False,False,False,False,no_CDS
AT5G08210,at5g08210,0,depleted,canonical_fallback,,miRNA,1.0,1.3366838587021068,249,0,False,False,False,False,no_CDS
AT4G37445,AT4G37445.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.3318012210197745,562,161,True,False,False,True,pass
AT3G03640,AT3G03640.1,0,depleted,canonical_fallback,,protein_coding,13.0,1.3308447149906129,1765,531,True,False,False,True,pass
AT1G63800,AT1G63800.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.3303656543810634,976,185,True,False,False,True,pass
AT2G07721,AT2G07721.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3288174844190077,854,132,True,False,False,True,pass
AT2G41850,AT2G41850.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.328348223194585,1748,433,True,False,False,True,pass
AT2G37750,AT2G37750.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3280616844102582,723,82,True,False,False,True,pass
AT5G06640,AT5G06640.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3256355310257415,2288,689,True,False,False,True,pass
AT3G58193,AT3G58193.1,0,depleted,canonical_fallback,,snoRNA,1.0,1.3233109764458009,80,0,False,False,False,False,no_CDS
AT4G37095,AT4G37095.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3233109764458009,123,40,True,False,False,True,pass
AT3G46090,AT3G46090.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3224182393914208,1003,168,True,False,False,True,pass
AT5G47960,AT5G47960.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3220767557364586,925,223,True,False,False,True,pass
AT3G54590,AT3G54590.3,0,depleted,canonical_fallback,,protein_coding,1.0,1.3213922979467498,2232,743,True,False,False,True,pass
AT1G28950,AT1G28950.1,0,depleted,canonical_fallback,,tRNA,1.0,1.3207723218653111,72,0,False,False,False,False,no_CDS
AT5G22250,AT5G22250.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3192120439156731,1323,278,True,False,False,True,pass
AT3G47836,AT3G47836.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.318621385166686,484,64,True,False,False,True,pass
AT4G11280,AT4G11280.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.3183310264948225,1871,495,True,False,False,True,pass
AT5G43350,AT5G43350.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.31689798459909,2012,524,True,False,False,True,pass
AT3G03180,AT3G03180.3,0,depleted,canonical_fallback,,protein_coding,5.0,1.3163160745438274,877,192,True,False,False,True,pass
AT2G43780,AT2G43780.4,0,depleted,canonical_fallback,,protein_coding,2.0,1.3162152152397766,891,93,True,False,False,True,pass
AT2G07825,AT2G07825.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.315205327064711,383,65,True,False,False,True,pass
AT1G74280,AT1G74280.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3122612455467153,1472,372,True,False,False,True,pass
AT5G05370,AT5G05370.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3110879575069865,469,72,True,False,False,True,pass
AT1G10500,AT1G10500.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.309630167376982,848,180,True,False,False,True,pass
AT1G49310,AT1G49310.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.308809353970358,717,82,True,False,False,True,pass
AT1G19240,AT1G19240.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3086727865622318,696,104,True,False,False,True,pass
AT3G56020,AT3G56020.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.308325640728861,522,25,True,True,False,False,short_protein
AT4G25470,AT4G25470.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3083084462671553,986,216,True,False,False,True,pass
AT1G33760,AT1G33760.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.307888422000044,1164,184,True,False,False,True,pass
AT2G32650,AT2G32650.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.3069239902745071,773,139,True,False,False,True,pass
AT1G06420,AT1G06420.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3063514938780263,1150,221,True,False,False,True,pass
AT2G28510,AT2G28510.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.3018823008735316,1328,288,True,False,False,True,pass
AT1G45170,AT1G45170.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.3005891200376742,1026,213,True,False,False,True,pass
AT1G68945,AT1G68945.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.3000841482248036,489,48,True,False,False,True,pass
AT2G31380,AT2G31380.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.2987703253433829,1268,238,True,False,False,True,pass
AT4G07390,AT4G07390.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.2977641625207876,1148,235,True,False,False,True,pass
AT2G24592,AT2G24592.1,0,depleted,canonical_fallback,,lncRNA,1.0,1.295095859478693,483,0,False,False,False,False,no_CDS
AT2G07751,AT2G07751.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2942500445083895,357,118,True,False,False,True,pass
AT1G80820,AT1G80820.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2926136212952328,1510,332,True,False,False,True,pass
AT1G15880,AT1G15880.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.291884728740475,1262,223,True,False,False,True,pass
AT3G52190,AT3G52190.1,0,depleted,canonical_fallback,,protein_coding,10.0,1.2910298639612774,1798,398,True,False,False,True,pass
AT3G53480,AT3G53480.1,0,depleted,canonical_fallback,,protein_coding,23.0,1.289949708255358,4688,1450,True,False,False,True,pass
AT1G31160,AT1G31160.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.2894482753488192,954,187,True,False,False,True,pass
AT5G04238,AT5G04238.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2877506416228623,195,64,True,False,False,True,pass
AT1G30110,AT1G30110.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.287447929723644,1002,175,True,False,False,True,pass
AT2G37130,AT2G37130.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.2866327512886166,1438,327,True,False,False,True,pass
AT3G49850,AT3G49850.2,0,depleted,canonical_fallback,,protein_coding,5.0,1.2849914281937256,1571,295,True,False,False,True,pass
AT3G54580,AT3G54580.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.283327124530865,3347,957,True,False,False,True,pass
AT1G33265,AT1G33265.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.282257121262714,882,177,True,False,False,True,pass
AT1G10470,AT1G10470.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.280849125813229,2017,259,True,False,False,True,pass
AT3G18870,AT3G18870.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2807832394152046,959,274,True,False,False,True,pass
AT1G58420,AT1G58420.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2787750802530329,951,179,True,False,False,True,pass
AT2G07676,AT2G07676.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2732030814149198,357,118,True,False,False,True,pass
AT3G52565,AT3G52565.1,0,depleted,canonical_fallback,,tRNA,1.0,1.2717603138427067,80,0,False,False,False,False,no_CDS
AT5G05540,AT5G05540.1,0,depleted,canonical_fallback,,protein_coding,12.0,1.2716025657171988,1718,466,True,False,False,True,pass
AT2G07815,AT2G07815.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.270441349597219,1521,279,True,False,False,True,pass
AT1G76185,AT1G76185.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2701654727385698,867,106,True,False,False,True,pass
AT1G72610,AT1G72610.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.268246872725172,931,208,True,False,False,True,pass
AT2G40805,at2g40805,0,depleted,canonical_fallback,,miRNA,1.0,1.265587218960964,199,0,False,False,False,False,no_CDS
AT3G04060,AT3G04060.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.264487912943892,1526,338,True,False,False,True,pass
AT3G51970,AT3G51970.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2639205713252204,1244,345,True,False,False,True,pass
AT2G23930,AT2G23930.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2626196363891062,689,80,True,False,False,True,pass
AT5G51190,AT5G51190.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.262084350779623,965,221,True,False,False,True,pass
AT1G65346,AT1G65346.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2609671665045117,369,122,True,False,False,True,pass
AT1G09490,AT1G09490.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.2604866361525064,1339,322,True,False,False,True,pass
AT3G02840,AT3G02840.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.260366794126306,1289,379,True,False,False,True,pass
AT1G28480,AT1G28480.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2598117959612034,823,137,True,False,False,True,pass
AT5G66930,AT5G66930.3,0,depleted,canonical_fallback,,protein_coding,7.0,1.259495201768986,959,251,True,False,False,True,pass
AT1G52830,AT1G52830.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.2592420507480562,857,189,True,False,False,True,pass
AT3G55120,AT3G55120.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.258815529517457,1112,246,True,False,False,True,pass
AT3G61190,AT3G61190.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.2580508513018576,1213,192,True,False,False,True,pass
AT2G02990,AT2G02990.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2572961964974982,1120,230,True,False,False,True,pass
AT5G10120,AT5G10120.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2566708981096408,1623,471,True,False,False,True,pass
AT1G01230,AT1G01230.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.2560737620764393,876,157,True,False,False,True,pass
AT2G05765,AT2G05765.1,0,depleted,canonical_fallback,,snoRNA,1.0,1.2541961284242438,79,0,False,False,False,False,no_CDS
AT2G42900,AT2G42900.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2531482683432178,955,276,True,False,False,True,pass
AT5G08150,AT5G08150.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2508144455436896,927,144,True,False,False,True,pass
AT4G37220,AT4G37220.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2508000025394488,866,202,True,False,False,True,pass
AT3G16670,AT3G16670.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2499883876589135,836,154,True,False,False,True,pass
AT4G10680,AT4G10680.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2498093822285448,549,182,True,False,False,True,pass
AT1G13590,AT1G13590.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2497427956706997,882,87,True,False,False,True,pass
AT2G07772,AT2G07772.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.2459023081588805,540,179,True,False,False,True,pass
AT3G13800,AT3G13800.1,0,depleted,canonical_fallback,,protein_coding,13.0,1.2456457379367394,1991,361,True,False,False,True,pass
AT1G79210,AT1G79210.1,0,depleted,canonical_fallback,,protein_coding,12.0,1.2431253125363932,1114,235,True,False,False,True,pass
AT5G18250,AT5G18250.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.241077458175037,1045,133,True,False,False,True,pass
AT2G07787,AT2G07787.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2401849971700043,1309,105,True,False,False,True,pass
AT5G36130,AT5G36130.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.240087144227785,739,140,True,False,False,True,pass
AT5G59470,AT5G59470.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2399312120061745,845,239,True,False,False,True,pass
AT3G58000,AT3G58000.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2391126518059454,881,175,True,False,False,True,pass
AT3G62920,AT3G62920.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2384982917211902,489,80,True,False,False,True,pass
AT5G50370,AT5G50370.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.2340614217504549,1193,248,True,False,False,True,pass
AT1G17640,AT1G17640.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.2335294887251929,1556,369,True,False,False,True,pass
AT5G17820,AT5G17820.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.232992002312271,1390,366,True,False,False,True,pass
AT3G25930,AT3G25930.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.232534770959134,1163,154,True,False,False,True,pass
AT1G28540,AT1G28540.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2319067592033095,1096,103,True,False,False,True,pass
AT5G54095,AT5G54095.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2317687727830282,767,135,True,False,False,True,pass
AT3G47120,AT3G47120.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.2295572112966742,1501,352,True,False,False,True,pass
AT4G05450,AT4G05450.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.2269070655023564,1176,197,True,False,False,True,pass
AT5G64816,AT5G64816.3,0,depleted,canonical_fallback,,protein_coding,2.0,1.226853736992195,827,130,True,False,False,True,pass
AT2G01640,AT2G01640.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.2265806921148223,1003,156,True,False,False,True,pass
AT2G01300,AT2G01300.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2252802497690625,915,156,True,False,False,True,pass
AT2G25210,AT2G25210.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.224148212915337,402,44,True,False,False,True,pass
AT1G73220,AT1G73220.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2238901915422893,1943,539,True,False,False,True,pass
AT3G14680,AT3G14680.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.223551953883386,1869,512,True,False,False,True,pass
AT1G77540,AT1G77540.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.219980692426855,581,114,True,False,False,True,pass
AT2G47485,AT2G47485.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.21920501887174,1025,141,True,False,False,True,pass
AT1G35140,AT1G35140.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2186838702750558,1253,309,True,False,False,True,pass
AT1G66400,AT1G66400.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.218127997369061,975,157,True,False,False,True,pass
AT3G19660,AT3G19660.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.21775452790757,1153,64,True,False,False,True,pass
AT4G25490,AT4G25490.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2147271283507437,1217,213,True,False,False,True,pass
AT2G23970,AT2G23970.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.2145242895060413,793,251,True,False,False,True,pass
AT3G12250,AT3G12250.4,0,depleted,canonical_fallback,,protein_coding,9.0,1.2124939630295504,1068,355,True,False,False,True,pass
AT5G03860,AT5G03860.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2115987482885144,2025,562,True,False,False,True,pass
AT3G56820,AT3G56820.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.21081119929037,1028,220,True,False,False,True,pass
AT2G27930,AT2G27930.5,0,depleted,canonical_fallback,,protein_coding,2.0,1.2098781572779822,1173,192,True,False,False,True,pass
AT2G01430,AT2G01430.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2080611562451922,1018,275,True,False,False,True,pass
AT2G44920,AT2G44920.2,0,depleted,canonical_fallback,,protein_coding,8.0,1.2076965224080072,1108,224,True,False,False,True,pass
AT2G37240,AT2G37240.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.2059391212646335,1262,248,True,False,False,True,pass
AT2G07830,AT2G07830.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2040078962274383,123,40,True,False,False,True,pass
AT3G14940,AT3G14940.1,0,depleted,canonical_fallback,,protein_coding,11.0,1.203633228031508,3544,968,True,False,False,True,pass
AT5G04950,AT5G04950.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2033736561284745,1399,320,True,False,False,True,pass
AT4G14520,AT4G14520.4,0,depleted,canonical_fallback,,protein_coding,2.0,1.2022870472788991,1800,200,True,False,False,True,pass
AT4G13390,AT4G13390.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.201918384324264,1569,429,True,False,False,True,pass
AT4G15630,AT4G15630.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.2014046244123997,1032,190,True,False,False,True,pass
AT3G11600,AT3G11600.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2011186824979838,1099,117,True,False,False,True,pass
AT2G16586,AT2G16586.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.2004538579249229,1135,53,True,False,False,True,pass
AT4G12290,AT4G12290.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.2002801728912305,2939,741,True,False,False,True,pass
AT5G47590,AT5G47590.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1999744351392696,1201,264,True,False,False,True,pass
AT3G62810,AT3G62810.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1998323206737584,813,106,True,False,False,True,pass
AT3G15500,AT3G15500.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.19960691715822,1542,317,True,False,False,True,pass
AT4G18593,AT4G18593.2,0,depleted,canonical_fallback,,protein_coding,2.0,1.1987704152783871,1204,142,True,False,False,True,pass
AT3G47675,AT3G47675.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.1976524932259107,639,96,True,False,False,True,pass
AT1G22140,AT1G22140.3,0,depleted,canonical_fallback,,protein_coding,2.0,1.1935317367328095,859,72,True,False,False,True,pass
AT5G07152,AT5G07152.1,0,depleted,canonical_fallback,,lncRNA,2.0,1.191122637417746,2284,0,False,False,False,False,no_CDS
AT2G06255,AT2G06255.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1908468104913243,832,109,True,False,False,True,pass
AT1G10990,AT1G10990.2,0,depleted,canonical_fallback,,protein_coding,1.0,1.190050918713086,949,192,True,False,False,True,pass
AT2G31710,AT2G31710.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1875949399884609,782,105,True,False,False,True,pass
AT1G53610,AT1G53610.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1852201999996017,285,94,True,False,False,True,pass
AT2G18969,AT2G18969.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.183837419061097,575,175,True,False,False,True,pass
AT5G14330,AT5G14330.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.182950482436214,607,128,True,False,False,True,pass
AT3G52130,AT3G52130.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1824285207860987,450,124,True,False,False,True,pass
AT2G20495,AT2G20495.3,0,depleted,canonical_fallback,,protein_coding,9.0,1.181878178316324,962,304,True,False,False,True,pass
AT2G23670,AT2G23670.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.18090116382958,709,167,True,False,False,True,pass
AT1G61920,AT1G61920.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.179247009733533,586,56,True,False,False,True,pass
AT5G01490,AT5G01490.1,0,depleted,canonical_fallback,,protein_coding,12.0,1.1740455398355358,1688,454,True,False,False,True,pass
AT1G71740,AT1G71740.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1737252971686931,393,130,True,False,False,True,pass
AT1G32370,AT1G32370.2,0,depleted,canonical_fallback,,protein_coding,5.0,1.1724983940446403,985,131,True,False,False,True,pass
AT5G50760,AT5G50760.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1718967843324932,1174,183,True,False,False,True,pass
AT3G01210,AT3G01210.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.171657576388201,1289,249,True,False,False,True,pass
AT2G07761,AT2G07761.1,0,depleted,canonical_fallback,,tRNA,1.0,1.1707238325132283,75,0,False,False,False,False,no_CDS
AT5G10130,AT5G10130.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.170257744723494,1053,164,True,False,False,True,pass
AT1G61340,AT1G61340.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.1698545940126042,980,185,True,False,False,True,pass
AT3G01316,AT3G01316.1,0,depleted,canonical_fallback,,snoRNA,1.0,1.169491486605426,75,0,False,False,False,False,no_CDS
AT1G76970,AT1G76970.2,0,depleted,canonical_fallback,,protein_coding,9.0,1.1686026646212946,2336,446,True,False,False,True,pass
AT1G07190,AT1G07190.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1682858102010552,165,54,True,False,False,True,pass
AT2G41990,AT2G41990.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1666725876958484,1533,297,True,False,False,True,pass
AT4G23510,AT4G23510.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.1662159989224206,1925,635,True,False,False,True,pass
AT1G73965,AT1G73965.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1654151483772703,842,107,True,False,False,True,pass
AT4G16265,AT4G16265.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.1627984688304591,633,133,True,False,False,True,pass
AT5G10460,AT5G10460.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.162447085454274,1097,306,True,False,False,True,pass
AT5G05290,AT5G05290.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.1624411197600426,1029,255,True,False,False,True,pass
AT1G73540,AT1G73540.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1607632644956218,1097,198,True,False,False,True,pass
AT1G77090,AT1G77090.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.1598154842305068,1146,260,True,False,False,True,pass
AT5G17290,AT5G17290.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.1577290054468583,2165,337,True,False,False,True,pass
AT4G21865,AT4G21865.1,0,depleted,canonical_fallback,,protein_coding,4.0,1.157706033301796,989,154,True,False,False,True,pass
AT5G46890,AT5G46890.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1565342076208616,643,127,True,False,False,True,pass
AT3G24820,AT3G24820.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.1560897928340088,941,186,True,False,False,True,pass
AT1G51140,AT1G51140.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.154970654553107,1694,379,True,False,False,True,pass
AT2G36895,AT2G36895.3,0,depleted,canonical_fallback,,protein_coding,4.0,1.1544324115060527,1574,259,True,False,False,True,pass
AT3G62260,AT3G62260.2,0,depleted,canonical_fallback,,protein_coding,4.0,1.1543202201915743,1560,384,True,False,False,True,pass
AT3G56210,AT3G56210.5,0,depleted,canonical_fallback,,protein_coding,8.0,1.1532401538499648,1616,193,True,False,False,True,pass
AT5G16360,AT5G16360.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1530028687274605,1370,283,True,False,False,True,pass
AT2G18890,AT2G18890.1,0,depleted,canonical_fallback,,protein_coding,7.0,1.1524754987187993,1725,392,True,False,False,True,pass
AT2G41760,AT2G41760.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.150959611585901,1957,221,True,False,False,True,pass
AT3G44326,AT3G44326.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1494109906630952,1285,363,True,False,False,True,pass
AT3G28550,AT3G28550.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.148827618072404,3373,1024,True,False,False,True,pass
AT2G43940,AT2G43940.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.1481997208669128,1198,226,True,False,False,True,pass
AT5G49210,AT5G49210.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.146699671872185,1083,195,True,False,False,True,pass
AT5G47990,AT5G47990.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1453631501479011,1910,511,True,False,False,True,pass
AT1G78140,AT1G78140.1,0,depleted,canonical_fallback,,protein_coding,8.0,1.14454987385347,1393,355,True,False,False,True,pass
AT3G52070,AT3G52070.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1444299822247797,507,114,True,False,False,True,pass
AT3G09490,AT3G09490.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.14396399801153,1321,334,True,False,False,True,pass
AT3G17520,AT3G17520.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1430410289079576,1274,298,True,False,False,True,pass
AT2G33250,AT2G33250.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1421015287496907,1058,299,True,False,False,True,pass
AT3G56490,AT3G56490.1,0,depleted,canonical_fallback,,protein_coding,5.0,1.1404436752083702,1031,147,True,False,False,True,pass
AT4G27657,AT4G27657.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1399048861142946,713,62,True,False,False,True,pass
AT2G32200,AT2G32200.2,0,depleted,canonical_fallback,,protein_coding,3.0,1.1390296777913609,626,109,True,False,False,True,pass
AT4G00342,AT4G00342.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.137608771071784,180,59,True,False,False,True,pass
AT4G38495,AT4G38495.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.135723936011088,530,124,True,False,False,True,pass
AT1G29465,AT1G29465.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.1342621183418784,618,36,True,False,False,True,pass
AT2G01530,AT2G01530.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.131632545975942,940,151,True,False,False,True,pass
AT3G01050,AT3G01050.3,0,depleted,canonical_fallback,,protein_coding,5.0,1.1312894369376056,1238,117,True,False,False,True,pass
AT1G14310,AT1G14310.1,0,depleted,canonical_fallback,,protein_coding,9.0,1.130365209315835,984,254,True,False,False,True,pass
AT5G55110,AT5G55110.1,0,depleted,canonical_fallback,,protein_coding,1.0,1.1295273475743048,943,163,True,False,False,True,pass
AT1G28230,AT1G28230.1,0,depleted,canonical_fallback,,protein_coding,2.0,1.126149875839629,1455,356,True,False,False,True,pass
AT4G32340,AT4G32340.1,0,depleted,canonical_fallback,,protein_coding,3.0,1.12614791866193,1446,238,True,False,False,True,pass
AT2G40270,AT2G40270.1,0,depleted,canonical_fallback,,protein_coding,6.0,1.1249777939243504,2505,489,True,False,False,True,pass
